gene_id;gene;old_locus_tag;product
PP_RS08575;purM;PP_1665;phosphoribosylformylglycinamidine cyclo-ligase
PP_RS08580;;PP_1666;DUF2066 domain-containing protein
PP_RS08585;;PP_1667;AI-2E family transporter
PP_RS08590;hda;PP_1668;DnaA regulatory inactivator Hda
PP_RS08595;;PP_1669;NlpC/P60 family protein
PP_RS08600;;PP_1670;C40 family peptidase
PP_RS08605;cobO;PP_1672;cob(I)yrinic acid a,c-diamide adenosyltransferase
PP_RS08610;;PP_1673;cobyrinate a,c-diamide synthase
PP_RS08615;bluB;PP_1674;5,6-dimethylbenzimidazole synthase
PP_RS08620;cbiB;PP_1675;adenosylcobinamide-phosphate synthase CbiB
PP_RS08625;cobD;PP_1676;threonine-phosphate decarboxylase CobD
PP_RS08630;;PP_1677;cobyric acid synthase
PP_RS08635;cobU;PP_1678;bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase
PP_RS08640;cobT;PP_1679;nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
PP_RS08645;;PP_1680;alpha-ribazole phosphatase family protein
PP_RS08650;;PP_1681;adenosylcobinamide-GDP ribazoletransferase
PP_RS08655;;PP_1682;cellulase family glycosylhydrolase
PP_RS08660;;PP_1683;MarR family winged helix-turn-helix transcriptional regulator
PP_RS08665;;PP_1684;MFS transporter
PP_RS08670;;PP_1686;glutathione peroxidase
PP_RS08675;;PP_1687;DUF2798 domain-containing protein
PP_RS08680;;PP_1688;LysR family transcriptional regulator
PP_RS08685;;PP_1689;outer membrane protein transport protein
PP_RS08690;;PP_1690;hypothetical protein
PP_RS08695;;PP_1691;hypothetical protein
PP_RS08700;;PP_1692;SEL1-like repeat protein
PP_RS08705;rmuC;PP_1694;DNA recombination protein RmuC
PP_RS08710;;PP_1695;hybrid sensor histidine kinase/response regulator
PP_RS08715;;PP_1696;MFS transporter
PP_RS08720;;PP_1697;GntR family transcriptional regulator
PP_RS08725;;PP_1698;MFS transporter
PP_RS08730;;PP_1699;amidohydrolase family protein
PP_RS08735;;PP_1700;MFS transporter
PP_RS08740;sugE;PP_1701;quaternary ammonium compound efflux SMR transporter SugE
PP_RS08745;rdgC;PP_1702;recombination-associated protein RdgC
PP_RS08770;;PP_1703;bifunctional nitrate reductase/sulfite reductaseflavoprotein subunit alpha
PP_RS08775;nirB;PP_1705;nitrite reductase large subunit NirB
PP_RS08780;nirD;PP_1706;nitrite reductase small subunit NirD
PP_RS08785;;PP_1707;2-hydroxyacid dehydrogenase
PP_RS08790;;PP_1708;SDR family oxidoreductase
PP_RS08795;;PP_1709;fumarylacetoacetate hydrolase family protein
PP_RS08800;;PP_1710;MFS transporter
PP_RS08805;;PP_1711;AraC family transcriptional regulator
PP_RS08810;;PP_1712;hypothetical protein
PP_RS08815;pcaQ;PP_1713;pca operon transcription factor PcaQ
PP_RS08820;;PP_1714;FKBP-type peptidyl-prolyl cis-trans isomerase
PP_RS08825;;PP_1715;DUF1232 domain-containing protein
PP_RS08830;;PP_1716;helix-turn-helix transcriptional regulator
PP_RS08835;;PP_1717;hypothetical protein
PP_RS08840;;PP_1718;EAL domain-containing protein
PP_RS08845;;PP_1719;carboxy terminal-processing peptidase
PP_RS08850;;PP_1720;NAD(P)H-quinone oxidoreductase
PP_RS08855;;PP_1721;HAD-IB family hydrolase
PP_RS08860;;PP_1722;ABC transporter ATP-binding protein
PP_RS08865;;PP_1723;ABC transporter permease
PP_RS08870;;PP_1724;ABC transporter permease subunit
PP_RS08875;;PP_1725;alkaline phosphatase family protein
PP_RS08880;;PP_1726;extracellular solute-binding protein
PP_RS08885;;PP_1727;UTRA domain-containing protein
PP_RS08890;;PP_1728;mechanosensitive ion channel family protein
PP_RS08895;;PP_1730;M18 family aminopeptidase
PP_RS08900;;PP_1731;RluA family pseudouridine synthase
PP_RS08905;minE;PP_1732;cell division topological specificity factor MinE
PP_RS08910;minD;PP_1733;septum site-determining protein MinD
PP_RS08915;minC;PP_1734;septum site-determining protein MinC
PP_RS08920;;PP_1735;lipid A biosynthesis lauroyl acyltransferase
PP_RS08925;;PP_1736;patatin-like phospholipase family protein
PP_RS08930;;PP_1737;VacJ family lipoprotein
PP_RS08935;;PP_1738;serine protein kinase PrkA
PP_RS08940;;PP_1739;hypothetical protein
PP_RS08945;;PP_1740;beta (1-6) glucans synthase
PP_RS08950;;PP_1741;glycine betaine ABC transporter substrate-binding protein
PP_RS08955;;PP_1742;DUF485 domain-containing protein
PP_RS08960;;PP_1743;cation acetate symporter
PP_RS08965;;PP_1744;DUF3309 family protein
PP_RS08970;;PP_1745;SDR family oxidoreductase
PP_RS08975;csrA;PP_1746;carbon storage regulator CsrA
PP_RS08980;;PP_1747;YheU family protein
PP_RS08985;;PP_1748;osmoprotectant NAGGN system M42 family peptidase
PP_RS08990;ngg;PP_1749;N-acetylglutaminylglutamine synthetase
PP_RS08995;;PP_1750;N-acetylglutaminylglutamine amidotransferase
PP_RS09000;mnmC;PP_1751;bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC
PP_RS09005;pap;PP_1752;polyphosphate:AMP phosphotransferase
PP_RS09010;;PP_1753;DMT family transporter
PP_RS09015;;PP_1754;alginate lyase family protein
PP_RS09020;;PP_1755;class II fumarate hydratase
PP_RS09025;;PP_1756;DUF2059 domain-containing protein
PP_RS09030;;PP_1757;BolA family transcriptional regulator
PP_RS09035;;PP_1758;rhodanese-related sulfurtransferase
PP_RS09040;;PP_1759;DsbA family protein
PP_RS09045;;PP_1760;ABC transporter ATP-binding protein/permease
PP_RS09050;;PP_1761;EAL domain-containing protein
PP_RS09055;;PP_1762;iron-containing redox enzyme family protein
PP_RS09060;;PP_1763;YciK family oxidoreductase
PP_RS09065;mupP;PP_1764;N-acetylmuramic acid 6-phosphate phosphatase MupP
PP_RS09070;;PP_1765;bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase
PP_RS09075;mtnA;PP_1766;S-methyl-5-thioribose-1-phosphate isomerase
PP_RS09080;gyrA;PP_1767;DNA gyrase subunit A
PP_RS09085;serC;PP_1768;3-phosphoserine/phosphohydroxythreonine transaminase
PP_RS09090;pheA;PP_1769;prephenate dehydratase
PP_RS09095;;PP_1770;bifunctional prephenate dehydrogenase/3-phosphoshikimate 1-carboxyvinyltransferase
PP_RS09100;cmk;PP_1771;(d)CMP kinase
PP_RS09105;rpsA;PP_1772;30S ribosomal protein S1
PP_RS09110;ihfB;PP_1773;integration host factor subunit beta
PP_RS09115;;PP_1774;lipopolysaccharide assembly protein LapA domain-containing protein
PP_RS09120;;PP_1775;MBL fold metallo-hydrolase
PP_RS09125;;PP_1776;mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase
PP_RS09130;;PP_1777;phosphomannomutase/phosphoglucomutase
PP_RS09135;;PP_1778;ABC transporter permease
PP_RS09140;;PP_1779;ABC transporter ATP-binding protein
PP_RS09145;;PP_1780;glycosyltransferase
PP_RS09150;;PP_1781;acyltransferase
PP_RS09155;;PP_RS09155;DUF3077 domain-containing protein
PP_RS09160;;PP_RS09160;hypothetical protein
PP_RS09165;rfbC;PP_1782;dTDP-4-dehydrorhamnose 3,5-epimerase
PP_RS09170;rfbA;PP_1783;glucose-1-phosphate thymidylyltransferase RfbA
PP_RS09175;rfbD;PP_1784;dTDP-4-dehydrorhamnose reductase
PP_RS09180;rfbB;PP_1785;dTDP-glucose 4,6-dehydratase
PP_RS09185;;PP_1786;glycosyltransferase
PP_RS09190;;PP_1787;hypothetical protein
PP_RS09195;;PP_1788;hypothetical protein
PP_RS09200;;PP_1789;HAD family hydrolase
PP_RS09205;;PP_1790;acylneuraminate cytidylyltransferase family protein
PP_RS09210;;PP_1791;aldolase catalytic domain-containing protein
PP_RS09215;;PP_1792;glycosyltransferase family 2 protein
PP_RS09220;;PP_1793;glycosyltransferase family 2 protein
PP_RS09225;;PP_1794;DUF4214 domain-containing protein
PP_RS09230;;PP_1795;hypothetical protein
PP_RS09235;;PP_1796;type I secretion system permease/ATPase
PP_RS09240;;PP_1797;HlyD family type I secretion periplasmic adaptorsubunit
PP_RS09245;;PP_1798;TolC family outer membrane protein
PP_RS09250;gmd;PP_1799;GDP-mannose 4,6-dehydratase
PP_RS09255;;PP_1800;GDP-mannose 4,6-dehydratase
PP_RS09260;;PP_1801;glycosyltransferase family 4 protein
PP_RS09265;;PP_1802;glycosyltransferase family 4 protein
PP_RS09270;;PP_1803;SDR family oxidoreductase
PP_RS09275;;PP_1804;glycosyltransferase family 4 protein
PP_RS09280;;PP_1805;polysaccharide biosynthesis protein
PP_RS09285;;PP_1806;KpsF/GutQ family sugar-phosphate isomerase
PP_RS09290;kdsA;PP_1807;3-deoxy-8-phosphooctulonate synthase
PP_RS09295;pgi;PP_1808;glucose-6-phosphate isomerase
PP_RS09300;;PP_5477;hypothetical protein
PP_RS09305;;PP_1810;hypothetical protein
PP_RS09310;;PP_5478;DUF3077 domain-containing protein
PP_RS09315;wecB;PP_1811;UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
PP_RS09320;;PP_1813;ComEA family DNA-binding protein
PP_RS09325;;PP_1814;DUF2897 family protein
PP_RS09330;pyrF;PP_1815;orotidine-5'-phosphate decarboxylase
PP_RS09335;;PP_1816;NADP-dependent oxidoreductase
PP_RS09340;;PP_1817;SDR family oxidoreductase
PP_RS09345;;PP_1818;outer membrane beta-barrel protein
PP_RS09350;;PP_1819;methyl-accepting chemotaxis protein
PP_RS09355;;PP_1820;benzoate/H(+) symporter BenE family transporter
PP_RS09360;;PP_1821;glutathione S-transferase family protein
PP_RS09365;;PP_1822;glutaredoxin
PP_RS09370;folE;PP_1823;GTP cyclohydrolase I FolE
PP_RS09375;;PP_1824;Smr/MutS family protein
PP_RS09380;;PP_1825;hypothetical protein
PP_RS09385;;PP_1826;cysteine hydrolase
PP_RS09390;prmB;PP_1827;50S ribosomal protein L3 N(5)-glutamine methyltransferase
PP_RS09395;;PP_1828;hypothetical protein
PP_RS09400;;PP_1829;alpha/beta fold hydrolase
PP_RS09405;aroC;PP_1830;chorismate synthase
PP_RS09410;;PP_1831;MFS transporter
PP_RS09415;;PP_1832;oxidase
PP_RS09420;;PP_1833;DUF3509 domain-containing protein
PP_RS09425;;PP_1834;ankyrin repeat domain-containing protein
PP_RS09430;;PP_1835;hypothetical protein
PP_RS09435;;PP_1836;ZIP family metal transporter
PP_RS09440;;PP_1837;PLD nuclease N-terminal domain-containing protein
PP_RS09445;;PP_1838;LTA synthase family protein
PP_RS09450;;PP_1839;hypothetical protein
PP_RS09455;;PP_1840;ribonuclease E inhibitor RraB
PP_RS09460;;PP_1841;cytochrome c
PP_RS09465;;PP_1842;amidotransferase
PP_RS09470;;PP_1843;magnesium and cobalt transport protein CorA
PP_RS09475;;PP_1844;1-acylglycerol-3-phosphate O-acyltransferase
PP_RS09480;;PP_1845;crotonase/enoyl-CoA hydratase family protein
PP_RS09490;ltrA;PP_1846;group II intron reverse transcriptase/maturase
PP_RS09495;;PP_1847;TonB-dependent siderophore receptor
PP_RS09500;;PP_1849;hypothetical protein
PP_RS09505;;PP_1850;MFS transporter
PP_RS09510;;PP_5479;LysR family transcriptional regulator
PP_RS09515;;PP_1852;3-oxoacyl-ACP reductase FabG
PP_RS09520;;PP_1853;LysR family transcriptional regulator
PP_RS09525;;PP_1854;GreA/GreB family elongation factor
PP_RS09530;;PP_1855;hypothetical protein
PP_RS09535;earP;PP_1857;elongation factor P maturation arginine rhamnosyltransferase EarP
PP_RS09540;efp;PP_1858;elongation factor P
PP_RS09545;;PP_1859;organic hydroperoxide resistance protein
PP_RS09550;;PP_1860;MarR family transcriptional regulator
PP_RS09555;;PP_1861;LysR family transcriptional regulator
PP_RS09560;;PP_1862;sulfite exporter TauE/SafE family protein
PP_RS09565;;PP_1863;LysR substrate-binding domain-containing protein
PP_RS09570;;PP_1864;DUF1127 domain-containing protein
PP_RS09575;;PP_1865;IS4-like element ISPpu8 family transposase
PP_RS09580;;PP_RS09580;3-deoxy-7-phosphoheptulonate synthase
PP_RS09585;;PP_1866;3-deoxy-7-phosphoheptulonate synthase class II
PP_RS09590;;PP_1867;hypothetical protein
PP_RS09595;;PP_1868;DEAD/DEAH box helicase
PP_RS09600;;PP_1869;dioxygenase
PP_RS09605;;PP_1870;thiopurine S-methyltransferase
PP_RS09610;htpX;PP_1871;protease HtpX
PP_RS09615;;PP_1872;pyridoxal phosphate-dependent aminotransferase
PP_RS09620;msrB;PP_1873;peptide-methionine (R)-S-oxide reductase MsrB
PP_RS09625;;PP_1874;glutathione peroxidase
PP_RS09630;;PP_1875;response regulator
PP_RS09635;;PP_1876;ATP-binding protein
PP_RS09640;;PP_1877;GAF domain-containing protein
PP_RS09645;;PP_1878;hypothetical protein
PP_RS09675;;PP_1879;hypothetical protein
PP_RS09680;;PP_1880;autotransporter outer membrane beta-barrel domain-containing protein
PP_RS09685;;PP_1881;hypothetical protein
PP_RS09690;;PP_1882;RHS repeat-associated core domain-containing protein
PP_RS09695;;PP_1883;hypothetical protein
PP_RS09700;;PP_1884;hypothetical protein
PP_RS09705;;PP_1885;hypothetical protein
PP_RS09710;;PP_1886;hypothetical protein
PP_RS09715;;PP_5480;hypothetical protein
PP_RS09720;;PP_1887;RHS repeat protein
PP_RS09725;;PP_1888;type 1 fimbrial protein
PP_RS09730;;PP_1889;fimbrial biogenesis outer membrane usher protein
PP_RS09735;;PP_1890;molecular chaperone
PP_RS09740;;PP_1891;type 1 fimbrial protein
PP_RS09745;;PP_1892;hypothetical protein
PP_RS09750;;PP_1893;acyl-CoA dehydrogenase
PP_RS09755;;PP_1894;glutathione S-transferase
PP_RS09760;;PP_1895;ABC transporter ATP-binding protein
PP_RS09765;;PP_1896;ABC transporter permease
PP_RS09770;;PP_5481;DUF2062 domain-containing protein
PP_RS09775;;PP_1897;DNA internalization-related competence protein ComEC/Rec2
PP_RS09780;;PP_1898;MotA/TolQ/ExbB proton channel family protein
PP_RS09785;;PP_1899;biopolymer transporter ExbD
PP_RS09790;lpxK;PP_1900;tetraacyldisaccharide 4'-kinase
PP_RS09795;;PP_1901;Trm112 family protein
PP_RS09800;kdsB;PP_1902;3-deoxy-manno-octulosonate cytidylyltransferase
PP_RS09805;;PP_1903;low molecular weight phosphotyrosine protein phosphatase
PP_RS09810;murB;PP_1904;UDP-N-acetylmuramate dehydrogenase
PP_RS09815;rne;PP_1905;ribonuclease E
PP_RS09820;rluC;PP_1906;23S rRNA pseudouridine(955/2504/2580) synthase RluC
PP_RS09825;;PP_1907;HAD family hydrolase
PP_RS09830;;PP_1908;S49 family peptidase
PP_RS09835;;PP_1909;Maf-like protein
PP_RS09840;;PP_1910;YceD family protein
PP_RS09845;rpmF;PP_1911;50S ribosomal protein L32
PP_RS09850;plsX;PP_1912;phosphate acyltransferase PlsX
PP_RS09855;fabD;PP_1913;ACP S-malonyltransferase
PP_RS09860;fabG;PP_1914;3-oxoacyl-ACP reductase FabG
PP_RS09865;acpP;PP_1915;acyl carrier protein
PP_RS09870;fabF;PP_1916;beta-ketoacyl-ACP synthase II
PP_RS09875;pabC;PP_1917;aminodeoxychorismate lyase
PP_RS09880;mltG;PP_1918;endolytic transglycosylase MltG
PP_RS09885;tmk;PP_RS09885;dTMP kinase
PP_RS09890;;PP_5482;hypothetical protein
PP_RS09895;;PP_1920;HEPN/Toprim-associated domain-containing protein
PP_RS09900;;PP_5483;DUF4145 domain-containing protein
PP_RS09905;;PP_1921;hypothetical protein
PP_RS09910;;PP_1922;DUF2726 domain-containing protein
PP_RS09915;;PP_1923;hypothetical protein
PP_RS09920;;PP_5484;hypothetical protein
PP_RS09925;;PP_1924;arsinothricin resistance N-acetyltransferase ArsN1 family B
PP_RS09930;;PP_1925;ArsO family NAD(P)H-dependent flavin-containing monooxygenase
PP_RS09935;;PP_1926;cyclin-dependent kinase inhibitor 3 family protein
PP_RS09940;arsH;PP_1927;arsenical resistance protein ArsH
PP_RS09945;;PP_1928;arsenate reductase ArsC
PP_RS09950;arsB;PP_1929;arsenical efflux pump membrane protein ArsB
PP_RS09955;;PP_1930;metalloregulator ArsR/SmtB family transcription factor
PP_RS09960;arsN2;PP_5485;arsenic resistance N-acetyltransferase ArsN2
PP_RS09965;;PP_1931;IS1182-like element ISPpu16 family transposase
PP_RS09970;;PP_1932;DUF2321 domain-containing protein
PP_RS09975;;PP_1934;hypothetical protein
PP_RS09980;;PP_1935;helix-turn-helix domain-containing protein
PP_RS09985;;PP_5487;hypothetical protein
PP_RS09990;;PP_5488;hypothetical protein
PP_RS09995;;PP_5489;hypothetical protein
PP_RS10000;;PP_5490;recombinase family protein
PP_RS10005;;PP_1936;KAP family NTPase
PP_RS10010;;PP_5491;SEC-C metal-binding domain-containing protein
PP_RS10015;;PP_5492;hypothetical protein
PP_RS10020;;PP_1937;SNF2-related protein
PP_RS10025;;PP_1938;hypothetical protein
PP_RS10030;;PP_1939;formaldehyde dehydrogenase, glutathione-independent
PP_RS10035;;PP_1940;methyl-accepting chemotaxis protein
PP_RS10040;;PP_1941;TetR/AcrR family transcriptional regulator
PP_RS10045;;PP_1942;LysR family transcriptional regulator
PP_RS10050;purU;PP_1943;formyltetrahydrofolate deformylase
PP_RS10055;;PP_1944;aminomethyltransferase family protein
PP_RS10060;folD;PP_1945;bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD
PP_RS10065;;PP_1946;glucose 1-dehydrogenase
PP_RS10070;;PP_1947;aminopeptidase
PP_RS10075;;PP_1948;aldehyde dehydrogenase family protein
PP_RS10080;;PP_1949;GMC family oxidoreductase N-terminal domain-containing protein
PP_RS10085;;PP_1950;cytochrome P450
PP_RS10090;;PP_1951;SDR family oxidoreductase
PP_RS10095;;PP_1952;MBL fold metallo-hydrolase
PP_RS10100;;PP_1953;SDR family oxidoreductase
PP_RS10105;;PP_1954;serine hydrolase
PP_RS10110;;PP_1955;cytochrome P450
PP_RS10115;;PP_1956;transporter
PP_RS10120;;PP_1957;PDR/VanB family oxidoreductase
PP_RS10125;;PP_5493;hypothetical protein
PP_RS10130;;PP_5494;hypothetical protein
PP_RS10135;;PP_1958;DUF2026 domain-containing protein
PP_RS10140;;PP_5495;hypothetical protein
PP_RS10145;;PP_1959;hypothetical protein
PP_RS10150;;PP_1960;site-specific integrase
PP_RS10155;;PP_1961;TetR/AcrR family transcriptional regulator
PP_RS10160;;PP_1962;tyrosine-type recombinase/integrase
PP_RS10165;;PP_1963;hypothetical protein
PP_RS10170;;PP_1964;deoxynucleotide monophosphate kinase
PP_RS10175;;PP_RS10175;dTMP kinase
PP_RS10180;;PP_1966;DNA polymerase III subunit delta'
PP_RS10185;;PP_1967;TatD family hydrolase
PP_RS10190;;PP_1968;TetR/AcrR family transcriptional regulator
PP_RS10195;;PP_1969;radical SAM protein
PP_RS10200;;PP_1970;DUF4823 domain-containing protein
PP_RS10205;;PP_1971;DUF1285 domain-containing protein
PP_RS10215;;PP_1972;aspartate/tyrosine/aromatic aminotransferase
PP_RS10220;uvrB;PP_1974;excinuclease ABC subunit UvrB
PP_RS10225;;PP_1975;multidrug efflux MFS transporter
PP_RS10230;;PP_1976;HlyD family secretion protein
PP_RS10235;gltX;PP_1977;glutamate--tRNA ligase
PP_RS10270;;PP_1978;TetR/AcrR family transcriptional regulator
PP_RS10275;;PP_1979;alpha/beta fold hydrolase
PP_RS10280;;PP_1980;acyl-CoA thioesterase
PP_RS10285;;PP_1981;tRNA dihydrouridine(16) synthase DusC
PP_RS10290;;PP_1982;Hsp20 family protein
PP_RS10295;;PP_1983;PAS domain S-box protein
PP_RS10300;;PP_1984;LysR family transcriptional regulator
PP_RS10305;leuC;PP_1985;3-isopropylmalate dehydratase large subunit
PP_RS10310;leuD;PP_1986;3-isopropylmalate dehydratase small subunit
PP_RS10315;;PP_1987;class I SAM-dependent methyltransferase
PP_RS10320;leuB;PP_1988;3-isopropylmalate dehydrogenase
PP_RS10325;asd;PP_1989;aspartate-semialdehyde dehydrogenase
PP_RS10330;;PP_1990;IS4-like element ISPpu8 family transposase
PP_RS10335;;PP_1992;aspartate-semialdehyde dehydrogenase
PP_RS10340;;PP_1993;LysM peptidoglycan-binding domain-containing protein
PP_RS10345;truA;PP_1994;tRNA pseudouridine(38-40) synthase TruA
PP_RS10350;;PP_1995;phosphoribosylanthranilate isomerase
PP_RS10355;accD;PP_1996;acetyl-CoA carboxylase, carboxyltransferase subunit beta
PP_RS10360;folC;PP_1997;bifunctional tetrahydrofolate synthase/dihydrofolate synthase
PP_RS10365;;PP_1998;SPOR domain-containing protein
PP_RS10370;;PP_1999;CvpA family protein
PP_RS10375;purF;PP_2000;amidophosphoribosyltransferase
PP_RS10380;;PP_2001;O-succinylhomoserine sulfhydrylase
PP_RS10385;;PP_2002;SDR family oxidoreductase
PP_RS10410;;PP_2003;DUF2242 domain-containing protein
PP_RS10415;;PP_2004;AraC family transcriptional regulator
PP_RS10420;;PP_2005;carbon-nitrogen hydrolase
PP_RS10425;;PP_2006;TULIP family P47-like protein
PP_RS10430;;PP_2007;TULIP family P47-like protein
PP_RS10435;;PP_2008;NADPH-dependent 2,4-dienoyl-CoA reductase
PP_RS10440;;PP_2009;pyridoxal-phosphate dependent enzyme
